,State,Year,Installed_Cap
927,South Dakota,2002,3.0140000000000002
928,South Dakota,2003,44.264
929,South Dakota,2004,44.264
930,South Dakota,2005,44.264
931,South Dakota,2006,44.264
932,South Dakota,2007,98.26400000000001
933,South Dakota,2008,186.764
934,South Dakota,2009,313.164
935,South Dakota,2010,709.164
936,South Dakota,2011,784.0
937,South Dakota,2012,783.0
938,South Dakota,2013,783.0
939,South Dakota,2014,803.0
940,South Dakota,2015,977.0
941,South Dakota,2016,977.0
942,South Dakota,2017,977.0
943,South Dakota,2018,1019.0
944,South Dakota,2019,1525.0
945,South Dakota,Q3 2020,1848.0
946,Tennessee,1999,0.0
947,Tennessee,2000,1.98
948,Tennessee,2001,1.98
949,Tennessee,2002,1.98
950,Tennessee,2003,1.98
951,Tennessee,2004,28.98
952,Tennessee,2005,28.98
953,Tennessee,2006,28.98
954,Tennessee,2007,28.98
955,Tennessee,2008,28.98
956,Tennessee,2009,28.98
957,Tennessee,2010,28.98
958,Tennessee,2011,29.0
959,Tennessee,2012,29.0
960,Tennessee,2013,29.0
961,Tennessee,2014,29.0
962,Tennessee,2015,29.0
963,Tennessee,2016,29.0
964,Tennessee,2017,29.0
965,Tennessee,2018,29.0
966,Tennessee,2019,29.0
967,Tennessee,Q3 2020,29.0
968,Texas,1999,183.52
969,Texas,2000,183.52
970,Texas,2001,1095.76
971,Texas,2002,1095.76
972,Texas,2003,1290.26
973,Texas,2004,1290.26
974,Texas,2005,1992.07
975,Texas,2006,2735.77
976,Texas,2007,4353.37
977,Texas,2008,7112.67
978,Texas,2009,9403.37
979,Texas,2010,10089.43
980,Texas,2011,10394.0
981,Texas,2012,12214.0
982,Texas,2013,12355.0
983,Texas,2014,14098.0
984,Texas,2015,17713.0
985,Texas,2016,20321.0
986,Texas,2017,22637.0
987,Texas,2018,24899.0
988,Texas,2019,28843.0
989,Texas,Q3 2020,30904.0
990,Utah,1999,0.0
991,Utah,2000,0.225
992,Utah,2001,0.225
993,Utah,2002,0.225
994,Utah,2003,0.225
995,Utah,2004,0.225
996,Utah,2005,0.885
997,Utah,2006,0.885
998,Utah,2007,0.885
999,Utah,2008,19.785
1000,Utah,2009,223.285
1001,Utah,2010,223.285
1002,Utah,2011,325.0
1003,Utah,2012,325.0
1004,Utah,2013,325.0
1005,Utah,2014,325.0
1006,Utah,2015,327.0
1007,Utah,2016,391.0
1008,Utah,2017,391.0
1009,Utah,2018,391.0
1010,Utah,2019,391.0
1011,Utah,Q3 2020,391.0
1012,Vermont,1999,6.05
1013,Vermont,2000,6.05
1014,Vermont,2001,6.05
1015,Vermont,2002,6.05
1016,Vermont,2003,6.05
1017,Vermont,2004,6.05
1018,Vermont,2005,6.05
1019,Vermont,2006,6.05
1020,Vermont,2007,6.05
1021,Vermont,2008,6.05
1022,Vermont,2009,6.15
1023,Vermont,2010,6.15
1024,Vermont,2011,46.0
1025,Vermont,2012,119.0
1026,Vermont,2013,119.0
1027,Vermont,2014,119.0
1028,Vermont,2015,119.0
1029,Vermont,2016,119.0
1030,Vermont,2017,149.0
1031,Vermont,2018,149.0
1032,Vermont,2019,149.0
1033,Vermont,Q3 2020,149.0
1034,Virginia,1999,0.0
1035,Virginia,2000,0.0
1036,Virginia,2001,0.0
1037,Virginia,2002,0.0
1038,Virginia,2003,0.0
1039,Virginia,2004,0.0
1040,Virginia,2005,0.0
1041,Virginia,2006,0.0
1042,Virginia,2007,0.0
1043,Virginia,2008,0.0
1044,Virginia,2009,0.0
1045,Virginia,2010,0.0
1046,Virginia,2011,0.0
1047,Virginia,2012,0.0
1048,Virginia,2013,0.0
1049,Virginia,2014,0.0
1050,Virginia,2015,0.0
1051,Virginia,2016,0.0
1052,Virginia,2017,0.0
1053,Virginia,2018,0.0
1054,Virginia,2019,0.0
1055,Virginia,Q3 2020,0.0
1056,Washington,1999,0.0
1057,Washington,2000,0.0
1058,Washington,2001,180.18
1059,Washington,2002,228.28
1060,Washington,2003,243.88
1061,Washington,2004,240.57999999999998
1062,Washington,2005,389.98
1063,Washington,2006,818.0799999999999
1064,Washington,2007,1163.18
1065,Washington,2008,1374.9800000000002
1066,Washington,2009,1848.88
1067,Washington,2010,2104.38
1068,Washington,2011,2573.0
1069,Washington,2012,2808.0
1070,Washington,2013,2808.0
1071,Washington,2014,3075.0
1072,Washington,2015,3075.0
1073,Washington,2016,3075.0
1074,Washington,2017,3075.0
1075,Washington,2018,3075.0
1076,Washington,2019,3085.0
1077,Washington,Q3 2020,3108.0
1078,West Virginia,1999,0.0
1079,West Virginia,2000,0.0
1080,West Virginia,2001,0.0
1081,West Virginia,2002,66.0
1082,West Virginia,2003,66.0
1083,West Virginia,2004,66.0
1084,West Virginia,2005,66.0
1085,West Virginia,2006,66.0
1086,West Virginia,2007,146.0
1087,West Virginia,2008,330.0
1088,West Virginia,2009,330.0
1089,West Virginia,2010,430.5
1090,West Virginia,2011,564.0
1091,West Virginia,2012,583.0
1092,West Virginia,2013,583.0
1093,West Virginia,2014,583.0
1094,West Virginia,2015,583.0
1095,West Virginia,2016,686.0
1096,West Virginia,2017,686.0
1097,West Virginia,2018,686.0
1098,West Virginia,2019,686.0
1099,West Virginia,Q3 2020,742.0
1100,Wisconsin,1999,22.98
1101,Wisconsin,2000,22.98
1102,Wisconsin,2001,52.98
1103,Wisconsin,2002,52.980000000000004
1104,Wisconsin,2003,52.980000000000004
1105,Wisconsin,2004,53.045
1106,Wisconsin,2005,53.045
1107,Wisconsin,2006,53.045
1108,Wisconsin,2007,53.045
1109,Wisconsin,2008,448.98499999999996
1110,Wisconsin,2009,449.085
1111,Wisconsin,2010,468.895
1112,Wisconsin,2011,631.0
1113,Wisconsin,2012,648.0
1114,Wisconsin,2013,648.0
1115,Wisconsin,2014,648.0
1116,Wisconsin,2015,648.0
1117,Wisconsin,2016,648.0
1118,Wisconsin,2017,746.0
1119,Wisconsin,2018,737.0
1120,Wisconsin,2019,737.0
1121,Wisconsin,Q3 2020,746.0
1122,Wyoming,1999,72.515
1123,Wyoming,2000,90.635
1124,Wyoming,2001,140.635
1125,Wyoming,2002,140.635
1126,Wyoming,2003,284.635
1127,Wyoming,2004,284.635
1128,Wyoming,2005,288.455
1129,Wyoming,2006,288.455
1130,Wyoming,2007,288.455
1131,Wyoming,2008,676.2549999999999
1132,Wyoming,2009,1099.255
1133,Wyoming,2010,1412.255
1134,Wyoming,2011,1412.0
1135,Wyoming,2012,1410.0
1136,Wyoming,2013,1410.0
1137,Wyoming,2014,1410.0
1138,Wyoming,2015,1410.0
1139,Wyoming,2016,1490.0
1140,Wyoming,2017,1489.0
1141,Wyoming,2018,1489.0
1142,Wyoming,2019,1589.0
1143,Wyoming,Q3 2020,1816.0
