,State,Year,Installed_Cap
1050,Virginia,2015,0
1051,Virginia,2016,0
1052,Virginia,2017,0
1053,Virginia,2018,0
1054,Virginia,2019,0
1055,Virginia,2020,0
1056,Washington,1999,0
1057,Washington,2000,0
1058,Washington,2001,180.18
1059,Washington,2002,228.28
1060,Washington,2003,243.88
1061,Washington,2004,240.58
1062,Washington,2005,389.98
1063,Washington,2006,818.08
1064,Washington,2007,1163.18
1065,Washington,2008,1374.98
1066,Washington,2009,1848.88
1067,Washington,2010,2104.38
1068,Washington,2011,2573
1069,Washington,2012,2808
1070,Washington,2013,2808
1071,Washington,2014,3075
1072,Washington,2015,3075
1073,Washington,2016,3075
1074,Washington,2017,3075
1075,Washington,2018,3075
1076,Washington,2019,3085
1077,Washington,2020,3108
1078,West Virginia,1999,0
1079,West Virginia,2000,0
1080,West Virginia,2001,0
1081,West Virginia,2002,66
1082,West Virginia,2003,66
1083,West Virginia,2004,66
1084,West Virginia,2005,66
1085,West Virginia,2006,66
1086,West Virginia,2007,146
1087,West Virginia,2008,330
1088,West Virginia,2009,330
1089,West Virginia,2010,430.5
1090,West Virginia,2011,564
1091,West Virginia,2012,583
1092,West Virginia,2013,583
1093,West Virginia,2014,583
1094,West Virginia,2015,583
1095,West Virginia,2016,686
1096,West Virginia,2017,686
1097,West Virginia,2018,686
1098,West Virginia,2019,686
1099,West Virginia,2020,742
1100,Wisconsin,1999,22.98
1101,Wisconsin,2000,22.98
1102,Wisconsin,2001,52.98
1103,Wisconsin,2002,52.98
1104,Wisconsin,2003,52.98
1105,Wisconsin,2004,53.045
1106,Wisconsin,2005,53.045
1107,Wisconsin,2006,53.045
1108,Wisconsin,2007,53.045
1109,Wisconsin,2008,448.985
1110,Wisconsin,2009,449.085
1111,Wisconsin,2010,468.895
1112,Wisconsin,2011,631
1113,Wisconsin,2012,648
1114,Wisconsin,2013,648
1115,Wisconsin,2014,648
1116,Wisconsin,2015,648
1117,Wisconsin,2016,648
1118,Wisconsin,2017,746
1119,Wisconsin,2018,737
1120,Wisconsin,2019,737
1121,Wisconsin,2020,746
1122,Wyoming,1999,72.515
1123,Wyoming,2000,90.635
1124,Wyoming,2001,140.635
1125,Wyoming,2002,140.635
1126,Wyoming,2003,284.635
1127,Wyoming,2004,284.635
1128,Wyoming,2005,288.455
1129,Wyoming,2006,288.455
1130,Wyoming,2007,288.455
1131,Wyoming,2008,676.255
1132,Wyoming,2009,1099.255
1133,Wyoming,2010,1412.255
1134,Wyoming,2011,1412
1135,Wyoming,2012,1410
1136,Wyoming,2013,1410
1137,Wyoming,2014,1410
1138,Wyoming,2015,1410
1139,Wyoming,2016,1490
1140,Wyoming,2017,1489
1141,Wyoming,2018,1489
1142,Wyoming,2019,1589
1143,Wyoming,2020,1816
