,p_year,manu,total_turbines
1037,1999,Seaforth,6
1038,1999,Siemens,0
1039,1999,Siemens Gamesa Renewable Energy,0
1040,1999,Silver Eagle,2
1041,1999,Sinovel,0
1042,1999,Siva,0
1043,1999,Skystream,0
1044,1999,Suzlon,0
1045,1999,Turbowinds,0
1046,1999,Unison,0
1047,1999,Vanguard,3
1048,1999,Vensys,0
1049,1999,Vergnet,0
1050,1999,Vestas,1080
1051,1999,Wincon,1
1052,1999,Wind Energy Solutions,0
1053,1999,Wind World,1
1054,1999,Windmatic,50
1055,1999,Zond,224
1056,2000,AAER,0
1057,2000,AOC,8
1058,2000,AWE,0
1059,2000,Acciona,0
1060,2000,Aeronautica,0
1061,2000,Alstom,0
1062,2000,Bergey Energy,0
1063,2000,Bonus,207
1064,2000,Bora,0
1065,2000,Changzhou Railcar Propulsion Engineering Research and Development Center,0
1066,2000,China Creative Wind Energy,0
1067,2000,Clipper,0
1068,2000,DWT,1
1069,2000,Danwin,115
1070,2000,DeWind,0
1071,2000,EWT,0
1072,2000,Elecon,0
1073,2000,Endurance,0
1074,2000,Enron,395
1075,2000,Entegrity,0
1076,2000,Fuhrlander,0
1077,2000,GE Wind,0
1078,2000,Gamesa,0
1079,2000,Goldwind,0
1080,2000,Guodian,0
1081,2000,HZ Windpower,0
1082,2000,Hyundai,0
1083,2000,Kenersys,0
1084,2000,Leitner Ag,0
1085,2000,Leitner Poma,0
1086,2000,Lolland,2
1087,2000,Micon,389
1088,2000,Mitsubishi,52
1089,2000,NEG Micon,331
1090,2000,NedWind,0
1091,2000,Nordex,1
1092,2000,Nordic,0
1093,2000,Nordtank,207
1094,2000,Northern Power Systems,0
1095,2000,Norwin,0
1096,2000,PowerWind,0
1097,2000,REpower,0
1098,2000,RRB,0
1099,2000,Renewtech LLC,0
1100,2000,SIVA Windturbine India Pvt Ltd,0
1101,2000,Samsung,0
1102,2000,Sany,0
1103,2000,Seaforth,6
1104,2000,Siemens,0
1105,2000,Siemens Gamesa Renewable Energy,0
1106,2000,Silver Eagle,2
1107,2000,Sinovel,0
1108,2000,Siva,0
1109,2000,Skystream,0
1110,2000,Suzlon,0
1111,2000,Turbowinds,0
1112,2000,Unison,0
1113,2000,Vanguard,3
1114,2000,Vensys,0
1115,2000,Vergnet,0
1116,2000,Vestas,1120
1117,2000,Wincon,1
1118,2000,Wind Energy Solutions,0
1119,2000,Wind World,1
1120,2000,Windmatic,50
1121,2000,Zond,224
1122,2001,AAER,0
1123,2001,AOC,8
1124,2001,AWE,0
1125,2001,Acciona,0
1126,2001,Aeronautica,0
1127,2001,Alstom,0
1128,2001,Bergey Energy,0
1129,2001,Bonus,255
1130,2001,Bora,0
1131,2001,Changzhou Railcar Propulsion Engineering Research and Development Center,0
1132,2001,China Creative Wind Energy,0
1133,2001,Clipper,0
1134,2001,DWT,1
1135,2001,Danwin,115
1136,2001,DeWind,0
1137,2001,EWT,0
1138,2001,Elecon,0
1139,2001,Endurance,0
1140,2001,Enron,396
1141,2001,Entegrity,0
1142,2001,Fuhrlander,0
1143,2001,GE Wind,261
1144,2001,Gamesa,362
1145,2001,Goldwind,0
1146,2001,Guodian,0
1147,2001,HZ Windpower,0
1148,2001,Hyundai,0
1149,2001,Kenersys,0
1150,2001,Leitner Ag,0
1151,2001,Leitner Poma,0
1152,2001,Lolland,2
1153,2001,Micon,391
1154,2001,Mitsubishi,330
1155,2001,NEG Micon,465
1156,2001,NedWind,0
1157,2001,Nordex,3
1158,2001,Nordic,0
1159,2001,Nordtank,207
1160,2001,Northern Power Systems,1
1161,2001,Norwin,0
1162,2001,PowerWind,0
1163,2001,REpower,0
1164,2001,RRB,0
1165,2001,Renewtech LLC,0
1166,2001,SIVA Windturbine India Pvt Ltd,0
1167,2001,Samsung,0
1168,2001,Sany,0
1169,2001,Seaforth,6
1170,2001,Siemens,0
1171,2001,Siemens Gamesa Renewable Energy,166
1172,2001,Silver Eagle,2
1173,2001,Sinovel,0
1174,2001,Siva,0
1175,2001,Skystream,0
1176,2001,Suzlon,0
1177,2001,Turbowinds,0
1178,2001,Unison,0
1179,2001,Vanguard,3
1180,2001,Vensys,0
1181,2001,Vergnet,0
1182,2001,Vestas,1740
1183,2001,Wincon,1
1184,2001,Wind Energy Solutions,0
1185,2001,Wind World,1
1186,2001,Windmatic,50
1187,2001,Zond,224
1188,2002,AAER,0
1189,2002,AOC,8
1190,2002,AWE,0
1191,2002,Acciona,0
1192,2002,Aeronautica,0
1193,2002,Alstom,0
1194,2002,Bergey Energy,0
1195,2002,Bonus,292
1196,2002,Bora,0
1197,2002,Changzhou Railcar Propulsion Engineering Research and Development Center,0
1198,2002,China Creative Wind Energy,0
1199,2002,Clipper,0
1200,2002,DWT,1
1201,2002,Danwin,115
1202,2002,DeWind,0
1203,2002,EWT,0
1204,2002,Elecon,0
1205,2002,Endurance,0
1206,2002,Enron,396
1207,2002,Entegrity,0
1208,2002,Fuhrlander,1
1209,2002,GE Wind,303
1210,2002,Gamesa,362
1211,2002,Goldwind,0
1212,2002,Guodian,0
1213,2002,HZ Windpower,0
1214,2002,Hyundai,0
1215,2002,Kenersys,0
1216,2002,Leitner Ag,0
1217,2002,Leitner Poma,0
1218,2002,Lolland,2
1219,2002,Micon,392
1220,2002,Mitsubishi,372
1221,2002,NEG Micon,529
1222,2002,NedWind,0
1223,2002,Nordex,5
1224,2002,Nordic,0
1225,2002,Nordtank,207
1226,2002,Northern Power Systems,2
1227,2002,Norwin,0
1228,2002,PowerWind,0
1229,2002,REpower,0
1230,2002,RRB,0
1231,2002,Renewtech LLC,0
1232,2002,SIVA Windturbine India Pvt Ltd,0
1233,2002,Samsung,0
1234,2002,Sany,0
1235,2002,Seaforth,6
1236,2002,Siemens,0
1237,2002,Siemens Gamesa Renewable Energy,166
1238,2002,Silver Eagle,2
1239,2002,Sinovel,0
1240,2002,Siva,0
1241,2002,Skystream,0
1242,2002,Suzlon,0
1243,2002,Turbowinds,0
1244,2002,Unison,0
1245,2002,Vanguard,3
1246,2002,Vensys,0
1247,2002,Vergnet,0
1248,2002,Vestas,2010
1249,2002,Wincon,1
1250,2002,Wind Energy Solutions,0
1251,2002,Wind World,1
1252,2002,Windmatic,50
1253,2002,Zond,224
1254,2003,AAER,0
1255,2003,AOC,8
1256,2003,AWE,0
1257,2003,Acciona,0
1258,2003,Aeronautica,0
1259,2003,Alstom,0
1260,2003,Bergey Energy,0
1261,2003,Bonus,304
1262,2003,Bora,0
1263,2003,Changzhou Railcar Propulsion Engineering Research and Development Center,0
1264,2003,China Creative Wind Energy,0
1265,2003,Clipper,0
1266,2003,DWT,1
1267,2003,Danwin,115
1268,2003,DeWind,0
1269,2003,EWT,0
1270,2003,Elecon,0
1271,2003,Endurance,0
1272,2003,Enron,396
1273,2003,Entegrity,0
1274,2003,Fuhrlander,1
1275,2003,GE Wind,911
1276,2003,Gamesa,364
1277,2003,Goldwind,0
1278,2003,Guodian,0
1279,2003,HZ Windpower,0
1280,2003,Hyundai,0
1281,2003,Kenersys,0
1282,2003,Leitner Ag,0
1283,2003,Leitner Poma,0
1284,2003,Lolland,2
1285,2003,Micon,392
1286,2003,Mitsubishi,573
1287,2003,NEG Micon,613
1288,2003,NedWind,0
1289,2003,Nordex,5
1290,2003,Nordic,0
1291,2003,Nordtank,207
1292,2003,Northern Power Systems,2
1293,2003,Norwin,0
1294,2003,PowerWind,0
1295,2003,REpower,0
1296,2003,RRB,0
1297,2003,Renewtech LLC,0
1298,2003,SIVA Windturbine India Pvt Ltd,0
1299,2003,Samsung,0
1300,2003,Sany,0
1301,2003,Seaforth,8
1302,2003,Siemens,0
1303,2003,Siemens Gamesa Renewable Energy,166
1304,2003,Silver Eagle,2
1305,2003,Sinovel,0
1306,2003,Siva,0
1307,2003,Skystream,0
1308,2003,Suzlon,18
1309,2003,Turbowinds,0
1310,2003,Unison,0
1311,2003,Vanguard,3
1312,2003,Vensys,0
1313,2003,Vergnet,0
1314,2003,Vestas,2234
1315,2003,Wincon,1
1316,2003,Wind Energy Solutions,0
1317,2003,Wind World,1
1318,2003,Windmatic,50
1319,2003,Zond,224
1320,2004,AAER,0
1321,2004,AOC,12
1322,2004,AWE,0
1323,2004,Acciona,0
1324,2004,Aeronautica,0
1325,2004,Alstom,0
1326,2004,Bergey Energy,0
1327,2004,Bonus,304
1328,2004,Bora,0
1329,2004,Changzhou Railcar Propulsion Engineering Research and Development Center,0
1330,2004,China Creative Wind Energy,0
1331,2004,Clipper,0
1332,2004,DWT,1
1333,2004,Danwin,115
1334,2004,DeWind,0
1335,2004,EWT,0
1336,2004,Elecon,0
1337,2004,Endurance,0
1338,2004,Enron,396
1339,2004,Entegrity,0
1340,2004,Fuhrlander,1
1341,2004,GE Wind,1027
1342,2004,Gamesa,364
1343,2004,Goldwind,0
1344,2004,Guodian,0
1345,2004,HZ Windpower,0
1346,2004,Hyundai,0
1347,2004,Kenersys,0
1348,2004,Leitner Ag,0
1349,2004,Leitner Poma,0
1350,2004,Lolland,2
1351,2004,Micon,392
1352,2004,Mitsubishi,693
1353,2004,NEG Micon,635
1354,2004,NedWind,0
1355,2004,Nordex,5
1356,2004,Nordic,0
1357,2004,Nordtank,207
1358,2004,Northern Power Systems,2
1359,2004,Norwin,0
1360,2004,PowerWind,0
1361,2004,REpower,0
1362,2004,RRB,0
1363,2004,Renewtech LLC,0
1364,2004,SIVA Windturbine India Pvt Ltd,0
1365,2004,Samsung,0
1366,2004,Sany,0
1367,2004,Seaforth,8
1368,2004,Siemens,0
1369,2004,Siemens Gamesa Renewable Energy,166
1370,2004,Silver Eagle,2
1371,2004,Sinovel,0
1372,2004,Siva,0
1373,2004,Skystream,0
1374,2004,Suzlon,18
1375,2004,Turbowinds,0
1376,2004,Unison,0
1377,2004,Vanguard,3
1378,2004,Vensys,0
1379,2004,Vergnet,0
1380,2004,Vestas,2299
1381,2004,Wincon,1
1382,2004,Wind Energy Solutions,0
1383,2004,Wind World,1
1384,2004,Windmatic,50
1385,2004,Zond,224
1386,2005,AAER,0
1387,2005,AOC,12
1388,2005,AWE,0
1389,2005,Acciona,0
1390,2005,Aeronautica,0
1391,2005,Alstom,0
1392,2005,Bergey Energy,1
1393,2005,Bonus,304
1394,2005,Bora,0
1395,2005,Changzhou Railcar Propulsion Engineering Research and Development Center,0
1396,2005,China Creative Wind Energy,0
1397,2005,Clipper,0
1398,2005,DWT,1
1399,2005,Danwin,115
1400,2005,DeWind,0
1401,2005,EWT,0
1402,2005,Elecon,0
1403,2005,Endurance,0
1404,2005,Enron,396
1405,2005,Entegrity,0
1406,2005,Fuhrlander,2
1407,2005,GE Wind,1985
1408,2005,Gamesa,389
1409,2005,Goldwind,0
1410,2005,Guodian,0
1411,2005,HZ Windpower,0
1412,2005,Hyundai,0
1413,2005,Kenersys,0
1414,2005,Leitner Ag,0
1415,2005,Leitner Poma,0
1416,2005,Lolland,2
1417,2005,Micon,392
1418,2005,Mitsubishi,883
1419,2005,NEG Micon,673
1420,2005,NedWind,0
1421,2005,Nordex,5
1422,2005,Nordic,0
1423,2005,Nordtank,225
1424,2005,Northern Power Systems,2
1425,2005,Norwin,0
1426,2005,PowerWind,0
1427,2005,REpower,0
1428,2005,RRB,0
1429,2005,Renewtech LLC,0
1430,2005,SIVA Windturbine India Pvt Ltd,0
1431,2005,Samsung,0
1432,2005,Sany,0
1433,2005,Seaforth,8
1434,2005,Siemens,0
1435,2005,Siemens Gamesa Renewable Energy,166
1436,2005,Silver Eagle,2
1437,2005,Sinovel,0
1438,2005,Siva,0
1439,2005,Skystream,0
1440,2005,Suzlon,18
1441,2005,Turbowinds,0
1442,2005,Unison,0
1443,2005,Vanguard,3
1444,2005,Vensys,0
1445,2005,Vergnet,0
1446,2005,Vestas,2666
1447,2005,Wincon,1
1448,2005,Wind Energy Solutions,0
1449,2005,Wind World,1
1450,2005,Windmatic,50
1451,2005,Zond,224
1452,2006,AAER,0
1453,2006,AOC,12
1454,2006,AWE,0
1455,2006,Acciona,0
1456,2006,Aeronautica,0
1457,2006,Alstom,0
1458,2006,Bergey Energy,1
1459,2006,Bonus,305
1460,2006,Bora,0
1461,2006,Changzhou Railcar Propulsion Engineering Research and Development Center,0
1462,2006,China Creative Wind Energy,0
1463,2006,Clipper,0
1464,2006,DWT,1
1465,2006,Danwin,115
1466,2006,DeWind,0
1467,2006,EWT,0
1468,2006,Elecon,0
1469,2006,Endurance,0
1470,2006,Enron,396
1471,2006,Entegrity,0
1472,2006,Fuhrlander,2
1473,2006,GE Wind,2753
1474,2006,Gamesa,414
1475,2006,Goldwind,0
1476,2006,Guodian,0
1477,2006,HZ Windpower,0
1478,2006,Hyundai,0
1479,2006,Kenersys,0
1480,2006,Leitner Ag,0
1481,2006,Leitner Poma,0
1482,2006,Lolland,2
1483,2006,Micon,392
1484,2006,Mitsubishi,1010
1485,2006,NEG Micon,673
1486,2006,NedWind,0
1487,2006,Nordex,5
1488,2006,Nordic,0
1489,2006,Nordtank,225
1490,2006,Northern Power Systems,5
1491,2006,Norwin,0
1492,2006,PowerWind,0
1493,2006,REpower,0
1494,2006,RRB,0
1495,2006,Renewtech LLC,0
1496,2006,SIVA Windturbine India Pvt Ltd,0
1497,2006,Samsung,0
1498,2006,Sany,0
1499,2006,Seaforth,11
1500,2006,Siemens,119
1501,2006,Siemens Gamesa Renewable Energy,296
1502,2006,Silver Eagle,2
1503,2006,Sinovel,0
1504,2006,Siva,0
1505,2006,Skystream,0
1506,2006,Suzlon,63
1507,2006,Turbowinds,0
1508,2006,Unison,0
1509,2006,Vanguard,3
1510,2006,Vensys,0
1511,2006,Vergnet,0
1512,2006,Vestas,2951
1513,2006,Wincon,1
1514,2006,Wind Energy Solutions,0
1515,2006,Wind World,1
1516,2006,Windmatic,50
1517,2006,Zond,224
1518,2007,AAER,0
1519,2007,AOC,12
1520,2007,AWE,0
1521,2007,Acciona,0
1522,2007,Aeronautica,0
1523,2007,Alstom,0
1524,2007,Bergey Energy,1
1525,2007,Bonus,305
1526,2007,Bora,0
1527,2007,Changzhou Railcar Propulsion Engineering Research and Development Center,0
1528,2007,China Creative Wind Energy,0
1529,2007,Clipper,19
1530,2007,DWT,1
1531,2007,Danwin,115
1532,2007,DeWind,0
1533,2007,EWT,0
1534,2007,Elecon,0
1535,2007,Endurance,0
1536,2007,Enron,396
1537,2007,Entegrity,0
1538,2007,Fuhrlander,2
1539,2007,GE Wind,4311
1540,2007,Gamesa,663
1541,2007,Goldwind,0
1542,2007,Guodian,0
1543,2007,HZ Windpower,0
1544,2007,Hyundai,0
1545,2007,Kenersys,0
1546,2007,Leitner Ag,0
1547,2007,Leitner Poma,0
1548,2007,Lolland,2
1549,2007,Micon,392
1550,2007,Mitsubishi,1374
1551,2007,NEG Micon,673
1552,2007,NedWind,0
1553,2007,Nordex,6
1554,2007,Nordic,0
1555,2007,Nordtank,225
1556,2007,Northern Power Systems,5
1557,2007,Norwin,0
1558,2007,PowerWind,0
1559,2007,REpower,0
1560,2007,RRB,0
1561,2007,Renewtech LLC,0
1562,2007,SIVA Windturbine India Pvt Ltd,0
1563,2007,Samsung,0
1564,2007,Sany,0
1565,2007,Seaforth,11
1566,2007,Siemens,427
1567,2007,Siemens Gamesa Renewable Energy,363
1568,2007,Silver Eagle,2
1569,2007,Sinovel,0
1570,2007,Siva,0
1571,2007,Skystream,0
1572,2007,Suzlon,161
1573,2007,Turbowinds,0
1574,2007,Unison,0
1575,2007,Vanguard,3
1576,2007,Vensys,0
1577,2007,Vergnet,0
1578,2007,Vestas,3487
1579,2007,Wincon,1
1580,2007,Wind Energy Solutions,0
1581,2007,Wind World,1
1582,2007,Windmatic,50
1583,2007,Zond,224
1584,2008,AAER,0
1585,2008,AOC,12
1586,2008,AWE,2
1587,2008,Acciona,273
1588,2008,Aeronautica,0
1589,2008,Alstom,0
1590,2008,Bergey Energy,1
1591,2008,Bonus,305
1592,2008,Bora,0
1593,2008,Changzhou Railcar Propulsion Engineering Research and Development Center,0
1594,2008,China Creative Wind Energy,0
1595,2008,Clipper,208
1596,2008,DWT,1
1597,2008,Danwin,115
1598,2008,DeWind,1
1599,2008,EWT,0
1600,2008,Elecon,0
1601,2008,Endurance,0
1602,2008,Enron,396
1603,2008,Entegrity,16
1604,2008,Fuhrlander,14
1605,2008,GE Wind,6703
1606,2008,Gamesa,968
1607,2008,Goldwind,0
1608,2008,Guodian,0
1609,2008,HZ Windpower,0
1610,2008,Hyundai,0
1611,2008,Kenersys,0
1612,2008,Leitner Ag,0
1613,2008,Leitner Poma,0
1614,2008,Lolland,2
1615,2008,Micon,392
1616,2008,Mitsubishi,1888
1617,2008,NEG Micon,674
1618,2008,NedWind,0
1619,2008,Nordex,6
1620,2008,Nordic,0
1621,2008,Nordtank,225
1622,2008,Northern Power Systems,11
1623,2008,Norwin,0
1624,2008,PowerWind,0
1625,2008,REpower,47
1626,2008,RRB,1
1627,2008,Renewtech LLC,0
1628,2008,SIVA Windturbine India Pvt Ltd,0
1629,2008,Samsung,0
1630,2008,Sany,0
1631,2008,Seaforth,11
1632,2008,Siemens,771
1633,2008,Siemens Gamesa Renewable Energy,363
1634,2008,Silver Eagle,2
1635,2008,Sinovel,0
1636,2008,Siva,0
1637,2008,Skystream,0
1638,2008,Suzlon,522
1639,2008,Turbowinds,0
1640,2008,Unison,0
1641,2008,Vanguard,3
1642,2008,Vensys,1
1643,2008,Vergnet,0
1644,2008,Vestas,4069
1645,2008,Wincon,1
1646,2008,Wind Energy Solutions,0
1647,2008,Wind World,1
1648,2008,Windmatic,50
1649,2008,Zond,224
1650,2009,AAER,2
1651,2009,AOC,12
1652,2009,AWE,2
1653,2009,Acciona,409
1654,2009,Aeronautica,0
1655,2009,Alstom,0
1656,2009,Bergey Energy,1
1657,2009,Bonus,305
1658,2009,Bora,0
1659,2009,Changzhou Railcar Propulsion Engineering Research and Development Center,1
1660,2009,China Creative Wind Energy,0
1661,2009,Clipper,454
1662,2009,DWT,1
1663,2009,Danwin,115
1664,2009,DeWind,4
1665,2009,EWT,3
1666,2009,Elecon,1
1667,2009,Endurance,0
1668,2009,Enron,396
1669,2009,Entegrity,16
1670,2009,Fuhrlander,19
1671,2009,GE Wind,9366
1672,2009,Gamesa,1266
1673,2009,Goldwind,3
1674,2009,Guodian,0
1675,2009,HZ Windpower,0
1676,2009,Hyundai,0
1677,2009,Kenersys,0
1678,2009,Leitner Ag,0
1679,2009,Leitner Poma,0
1680,2009,Lolland,2
1681,2009,Micon,392
1682,2009,Mitsubishi,2305
1683,2009,NEG Micon,675
1684,2009,NedWind,13
1685,2009,Nordex,31
1686,2009,Nordic,0
1687,2009,Nordtank,225
1688,2009,Northern Power Systems,38
1689,2009,Norwin,1
1690,2009,PowerWind,0
1691,2009,REpower,212
1692,2009,RRB,7
1693,2009,Renewtech LLC,0
1694,2009,SIVA Windturbine India Pvt Ltd,0
1695,2009,Samsung,0
1696,2009,Sany,0
1697,2009,Seaforth,11
1698,2009,Siemens,1273
1699,2009,Siemens Gamesa Renewable Energy,368
1700,2009,Silver Eagle,2
1701,2009,Sinovel,0
1702,2009,Siva,0
1703,2009,Skystream,0
1704,2009,Suzlon,867
1705,2009,Turbowinds,0
1706,2009,Unison,0
1707,2009,Vanguard,3
1708,2009,Vensys,3
1709,2009,Vergnet,0
1710,2009,Vestas,4894
1711,2009,Wincon,1
1712,2009,Wind Energy Solutions,1
1713,2009,Wind World,1
1714,2009,Windmatic,50
1715,2009,Zond,224
1716,2010,AAER,3
1717,2010,AOC,12
1718,2010,AWE,2
1719,2010,Acciona,475
1720,2010,Aeronautica,0
1721,2010,Alstom,0
1722,2010,Bergey Energy,1
1723,2010,Bonus,305
1724,2010,Bora,0
1725,2010,Changzhou Railcar Propulsion Engineering Research and Development Center,1
1726,2010,China Creative Wind Energy,0
1727,2010,Clipper,482
1728,2010,DWT,1
1729,2010,Danwin,115
1730,2010,DeWind,14
1731,2010,EWT,5
1732,2010,Elecon,1
1733,2010,Endurance,4
1734,2010,Enron,396
1735,2010,Entegrity,17
1736,2010,Fuhrlander,19
1737,2010,GE Wind,11048
1738,2010,Gamesa,1548
1739,2010,Goldwind,3
1740,2010,Guodian,0
1741,2010,HZ Windpower,0
1742,2010,Hyundai,0
1743,2010,Kenersys,0
1744,2010,Leitner Ag,1
1745,2010,Leitner Poma,0
1746,2010,Lolland,2
1747,2010,Micon,392
1748,2010,Mitsubishi,2451
1749,2010,NEG Micon,675
1750,2010,NedWind,13
1751,2010,Nordex,39
1752,2010,Nordic,2
1753,2010,Nordtank,226
1754,2010,Northern Power Systems,80
1755,2010,Norwin,1
1756,2010,PowerWind,1
1757,2010,REpower,247
1758,2010,RRB,7
1759,2010,Renewtech LLC,0
1760,2010,SIVA Windturbine India Pvt Ltd,0
1761,2010,Samsung,3
1762,2010,Sany,0
1763,2010,Seaforth,11
1764,2010,Siemens,1633
1765,2010,Siemens Gamesa Renewable Energy,368
1766,2010,Silver Eagle,2
1767,2010,Sinovel,0
1768,2010,Siva,0
1769,2010,Skystream,1
1770,2010,Suzlon,1068
1771,2010,Turbowinds,6
1772,2010,Unison,0
1773,2010,Vanguard,3
1774,2010,Vensys,3
1775,2010,Vergnet,0
1776,2010,Vestas,4960
1777,2010,Wincon,1
1778,2010,Wind Energy Solutions,1
1779,2010,Wind World,1
1780,2010,Windmatic,50
1781,2010,Zond,224
1782,2011,AAER,3
1783,2011,AOC,12
1784,2011,AWE,2
1785,2011,Acciona,475
1786,2011,Aeronautica,1
1787,2011,Alstom,24
1788,2011,Bergey Energy,1
1789,2011,Bonus,305
1790,2011,Bora,0
1791,2011,Changzhou Railcar Propulsion Engineering Research and Development Center,1
1792,2011,China Creative Wind Energy,0
1793,2011,Clipper,581
1794,2011,DWT,1
1795,2011,Danwin,115
1796,2011,DeWind,14
1797,2011,EWT,5
1798,2011,Elecon,2
1799,2011,Endurance,4
1800,2011,Enron,396
1801,2011,Entegrity,17
1802,2011,Fuhrlander,19
1803,2011,GE Wind,12297
1804,2011,Gamesa,1625
1805,2011,Goldwind,6
1806,2011,Guodian,0
1807,2011,HZ Windpower,0
1808,2011,Hyundai,2
1809,2011,Kenersys,1
1810,2011,Leitner Ag,1
1811,2011,Leitner Poma,0
1812,2011,Lolland,2
1813,2011,Micon,392
1814,2011,Mitsubishi,2587
1815,2011,NEG Micon,675
1816,2011,NedWind,13
1817,2011,Nordex,153
1818,2011,Nordic,3
1819,2011,Nordtank,232
1820,2011,Northern Power Systems,87
1821,2011,Norwin,1
1822,2011,PowerWind,2
1823,2011,REpower,333
1824,2011,RRB,7
1825,2011,Renewtech LLC,0
1826,2011,SIVA Windturbine India Pvt Ltd,0
1827,2011,Samsung,3
1828,2011,Sany,5
1829,2011,Seaforth,11
1830,2011,Siemens,2166
1831,2011,Siemens Gamesa Renewable Energy,369
1832,2011,Silver Eagle,2
1833,2011,Sinovel,1
1834,2011,Siva,1
1835,2011,Skystream,1
1836,2011,Suzlon,1227
1837,2011,Turbowinds,6
1838,2011,Unison,2
1839,2011,Vanguard,3
1840,2011,Vensys,7
1841,2011,Vergnet,0
1842,2011,Vestas,5930
1843,2011,Wincon,1
1844,2011,Wind Energy Solutions,1
1845,2011,Wind World,1
1846,2011,Windmatic,50
1847,2011,Zond,224
1848,2012,AAER,3
1849,2012,AOC,12
1850,2012,AWE,2
1851,2012,Acciona,603
1852,2012,Aeronautica,4
1853,2012,Alstom,24
1854,2012,Bergey Energy,1
1855,2012,Bonus,305
1856,2012,Bora,2
1857,2012,Changzhou Railcar Propulsion Engineering Research and Development Center,1
1858,2012,China Creative Wind Energy,17
1859,2012,Clipper,681
1860,2012,DWT,1
1861,2012,Danwin,115
1862,2012,DeWind,84
1863,2012,EWT,8
1864,2012,Elecon,2
1865,2012,Endurance,4
1866,2012,Enron,396
1867,2012,Entegrity,17
1868,2012,Fuhrlander,19
1869,2012,GE Wind,15294
1870,2012,Gamesa,2298
1871,2012,Goldwind,107
1872,2012,Guodian,6
1873,2012,HZ Windpower,2
1874,2012,Hyundai,4
1875,2012,Kenersys,2
1876,2012,Leitner Ag,1
1877,2012,Leitner Poma,1
1878,2012,Lolland,2
1879,2012,Micon,392
1880,2012,Mitsubishi,2791
1881,2012,NEG Micon,676
1882,2012,NedWind,13
1883,2012,Nordex,265
1884,2012,Nordic,5
1885,2012,Nordtank,232
1886,2012,Northern Power Systems,93
1887,2012,Norwin,1
1888,2012,PowerWind,6
1889,2012,REpower,621
1890,2012,RRB,7
1891,2012,Renewtech LLC,0
1892,2012,SIVA Windturbine India Pvt Ltd,1
1893,2012,Samsung,3
1894,2012,Sany,6
1895,2012,Seaforth,11
1896,2012,Siemens,3282
1897,2012,Siemens Gamesa Renewable Energy,370
1898,2012,Silver Eagle,2
1899,2012,Sinovel,4
1900,2012,Siva,1
1901,2012,Skystream,1
1902,2012,Suzlon,1316
1903,2012,Turbowinds,7
1904,2012,Unison,2
1905,2012,Vanguard,3
1906,2012,Vensys,9
1907,2012,Vergnet,1
1908,2012,Vestas,6735
1909,2012,Wincon,1
1910,2012,Wind Energy Solutions,1
1911,2012,Wind World,1
1912,2012,Windmatic,55
1913,2012,Zond,224
1914,2013,AAER,3
1915,2013,AOC,12
1916,2013,AWE,2
1917,2013,Acciona,603
1918,2013,Aeronautica,4
1919,2013,Alstom,24
1920,2013,Bergey Energy,1
1921,2013,Bonus,305
1922,2013,Bora,2
1923,2013,Changzhou Railcar Propulsion Engineering Research and Development Center,1
1924,2013,China Creative Wind Energy,17
1925,2013,Clipper,681
1926,2013,DWT,1
1927,2013,Danwin,115
1928,2013,DeWind,84
1929,2013,EWT,11
1930,2013,Elecon,2
1931,2013,Endurance,4
1932,2013,Enron,396
1933,2013,Entegrity,17
1934,2013,Fuhrlander,19
1935,2013,GE Wind,15827
1936,2013,Gamesa,2298
1937,2013,Goldwind,107
1938,2013,Guodian,6
1939,2013,HZ Windpower,2
1940,2013,Hyundai,4
1941,2013,Kenersys,2
1942,2013,Leitner Ag,1
1943,2013,Leitner Poma,1
1944,2013,Lolland,2
1945,2013,Micon,392
1946,2013,Mitsubishi,2791
1947,2013,NEG Micon,676
1948,2013,NedWind,13
1949,2013,Nordex,265
1950,2013,Nordic,5
1951,2013,Nordtank,232
1952,2013,Northern Power Systems,94
1953,2013,Norwin,1
1954,2013,PowerWind,7
1955,2013,REpower,621
1956,2013,RRB,7
1957,2013,Renewtech LLC,0
1958,2013,SIVA Windturbine India Pvt Ltd,1
1959,2013,Samsung,3
1960,2013,Sany,10
1961,2013,Seaforth,11
1962,2013,Siemens,3319
1963,2013,Siemens Gamesa Renewable Energy,370
1964,2013,Silver Eagle,2
1965,2013,Sinovel,4
1966,2013,Siva,1
1967,2013,Skystream,1
1968,2013,Suzlon,1316
1969,2013,Turbowinds,7
1970,2013,Unison,2
1971,2013,Vanguard,3
1972,2013,Vensys,9
1973,2013,Vergnet,4
1974,2013,Vestas,6738
1975,2013,Wincon,1
1976,2013,Wind Energy Solutions,1
1977,2013,Wind World,1
1978,2013,Windmatic,55
1979,2013,Zond,224
1980,2014,AAER,3
1981,2014,AOC,12
1982,2014,AWE,2
1983,2014,Acciona,603
1984,2014,Aeronautica,4
1985,2014,Alstom,24
1986,2014,Bergey Energy,1
1987,2014,Bonus,305
1988,2014,Bora,2
1989,2014,Changzhou Railcar Propulsion Engineering Research and Development Center,1
1990,2014,China Creative Wind Energy,17
1991,2014,Clipper,681
1992,2014,DWT,1
1993,2014,Danwin,115
1994,2014,DeWind,84
1995,2014,EWT,11
1996,2014,Elecon,2
1997,2014,Endurance,4
1998,2014,Enron,396
1999,2014,Entegrity,17
2000,2014,Fuhrlander,19
2001,2014,GE Wind,17489
2002,2014,Gamesa,2309
